timestamp,lidars_0,lidars_1,lidars_2,lidars_3,lidars_4,lidars_5,lidars_6,lidars_7,coords,wheels_0,wheels_1
2026-08-24 11:09:06.731191,0.1,0.1,0.079,0.1,0.1,0.1,0.1,0.1,,0.0,0.0
2026-08-24 11:09:06.762165,0.1,0.1,0.079,0.1,0.1,0.1,0.1,0.1,,0.0,0.0
2026-08-24 11:09:06.786184,0.1,0.1,0.079,0.1,0.1,0.1,0.1,0.1,,0.0,0.0
2026-08-24 11:09:06.809158,0.1,0.1,0.079,0.1,0.1,0.1,0.1,0.1,,0.0,0.0
2026-08-24 11:09:06.827088,0.1,0.1,0.079,0.1,0.1,0.1,0.1,0.1,,0.0,0.0
2026-08-24 11:09:06.847032,0.1,0.1,0.079,0.1,0.1,0.1,0.1,0.1,,0.0,0.0
2026-08-24 11:09:06.860081,0.1,0.1,0.079,0.1,0.1,0.1,0.1,0.1,,0.0,0.0
2026-08-24 11:09:06.873797,0.1,0.1,0.079,0.1,0.1,0.1,0.1,0.1,,0.0,0.0
2026-08-24 11:09:06.930015,0.1,0.1,0.07900000000000001,0.1,0.1,0.1,0.1,0.1,False,0.0,0.0
2026-08-24 11:09:07.003058,0.1,0.1,0.079,0.1,0.1,0.1,0.1,0.1,False,10,10
2026-08-24 11:09:07.024257,0.1,0.1,0.079,0.1,0.1,0.1,0.1,0.1,False,10,10
2026-08-24 11:09:07.049996,0.1,0.1,0.079,0.1,0.1,0.1,0.1,0.1,False,10,10
2026-08-24 11:09:07.063526,0.1,0.1,0.079,0.1,0.1,0.1,0.1,0.1,False,10,10
2026-08-24 11:09:07.083396,0.1,0.1,0.079,0.1,0.1,0.1,0.1,0.1,False,10,10
2026-08-24 11:09:07.115384,0.1,0.1,0.079,0.1,0.1,0.1,0.1,0.1,False,10,10
2026-08-24 11:09:07.148815,0.1,0.1,0.079,0.1,0.1,0.1,0.1,0.1,False,10,10
2026-08-24 11:09:07.175756,0.1,0.1,0.079,0.1,0.1,0.1,0.1,0.1,False,10,10
2026-08-24 11:09:07.186677,0.1,0.1,0.079,0.1,0.1,0.1,0.1,0.1,False,10,10
2026-08-24 11:09:07.204394,0.1,0.1,0.079,0.1,0.1,0.1,0.1,0.1,False,10,10
2026-08-24 11:09:07.219656,0.1,0.1,0.079,0.1,0.1,0.1,0.1,0.1,False,10,10
2026-08-24 11:09:07.233727,0.1,0.1,0.079,0.1,0.1,0.1,0.1,0.1,False,10,10
2026-08-24 11:09:07.257218,0.1,0.1,0.079,0.1,0.1,0.1,0.1,0.1,False,10,10
2026-08-24 11:09:07.283282,0.1,0.1,0.079,0.1,0.1,0.1,0.1,0.1,False,10,10
2026-08-24 11:09:07.296345,0.1,0.1,0.079,0.1,0.1,0.1,0.1,0.1,False,10,10
2026-08-24 11:09:07.311309,0.1,0.1,0.079,0.1,0.1,0.1,0.1,0.1,False,10,10
2026-08-24 11:09:07.327200,0.1,0.1,0.079,0.1,0.1,0.1,0.1,0.1,False,10,10
2026-08-24 11:09:07.345094,0.1,0.1,0.079,0.1,0.1,0.1,0.1,0.1,False,10,10
2026-08-24 11:09:07.358968,0.1,0.1,0.079,0.1,0.1,0.1,0.1,0.1,False,10,10
